Feature,Cternatea_20692_DDA_neg_5142025_053,Cternatea_20692_DDA_neg_5142025_054,Cternatea_20692_DDA_neg_5142025_055,Cternatea_9336_DDA_neg_5142025_056,Cternatea_9336_DDA_neg_5142025_057,Cternatea_9336_DDA_neg_5142025_058,Instrument_blank_DDA_neg_5142025_060,Cternatea_QC_DDA_neg_5142025_048,Cternatea_QC_DDA_neg_5142025_049,Cternatea_QC_DDA_neg_5142025_050,Cternatea_QC_DDA_neg_5142025_051,Cternatea_QC_DDA_neg_5142025_052,Cternatea_QC_DDA_neg_5142025_059,Extraction_blank_DDA_neg_5142025_047,Instrument_blank_DDA_neg_5142025_046
795.15990@3.087,2866,2899,2951,1457,1338,1510,0,2807,2252,2591,2690,2282,2902,0,0
795.31290@4.998,607241,617549,613725,570291,565431,568291,0,667858,660320,665091,651021,650172,644165,0,0
795.48070@10.449,4395,4322,4398,3718,4685,4282,0,5567,4601,4167,4220,3826,4544,0,0
795.52560@10.754,38879,38299,38367,39606,40132,41598,0,27004,27937,29710,29637,30920,36131,0,0
795.59310@5.005,2998,4006,3593,3188,3273,4342,0,4608,3402,3714,4281,3643,4759,0,0
796.19240@3.905,3722,3353,2948,5774,5321,5222,0,5280,5409,4672,4901,5288,4463,0,0
796.19270@3.671,3548,3852,3743,6613,6136,5721,0,6160,5895,6051,5589,5815,4848,0,0
796.57510@4.994,2710,2773,3560,2810,2829,2903,0,2531,2256,2067,3137,2065,3460,0,0
796.64940@5.005,1894,2247,2967,2287,2463,2350,0,2354,2587,1995,2631,2426,2505,0,0
796.70450@0.489,1354,1285,1337,1939,1616,2034,0,2072,2001,2126,1588,2172,2086,0,0
797.09830@4.998,3031,1883,2512,2163,2335,2730,0,2989,2245,2414,1947,2876,3573,0,0
797.15590@3.235,4340,4705,4300,1747,1221,1761,0,3584,3886,3803,3878,3778,3303,0,0
797.46520@9.294,3908,3974,3880,3150,3433,3463,0,5958,4907,4765,5165,5017,5179,0,0
797.54090@11.095,467911,471604,470710,652993,651576,652874,0,478994,474740,470157,467495,468250,469516,287,0
798.45910@11.096,1326,1160,863,2158,2879,1519,0,2061,1485,1124,1391,1304,1313,0,0
799.19350@2.795,7902,6820,6637,4246,3920,4467,0,7918,7530,8337,6851,6748,7284,0,0
799.22850@4.284,56708,57636,59070,77374,75892,76791,0,78709,75185,77565,77206,74909,75833,0,0
799.24630@11.092,2454,2053,2002,3359,3026,4041,0,1575,2262,1530,1994,2157,2338,0,0
799.51780@10.323,4789,4753,4534,3757,3760,3563,0,3881,4348,3890,3903,3687,3915,0,0
799.66440@11.096,1230,1188,1468,2137,2431,2917,0,838,789,1300,933,1666,1161,0,0
800.55050@11.356,20227,53603,53291,84457,71624,79610,0,49090,52746,54013,54107,56400,57661,4142,0
801.14740@3.094,4921,4741,3804,2790,3201,2055,0,5837,5671,5631,5882,5457,2218,0,0
801.18610@3.552,1438,1597,1813,1369,1840,1342,0,2139,2129,2484,2216,2044,1716,0,0
801.24570@3.880,8138,8106,7975,3766,3580,2911,0,6451,5872,6177,6306,6547,5710,0,0
801.39280@6.334,116131,117257,108212,0,0,0,0,64026,57960,60903,60062,61797,56254,0,0
801.46300@8.462,10407,9722,9936,6357,6096,5981,0,10181,9739,9442,9207,8774,8129,0,0
801.48150@10.511,41820,41517,40078,34912,34610,34427,0,41575,41195,39510,39741,40048,39143,0,0
802.20390@4.423,42899,42437,42445,74146,79134,69643,0,60230,57610,61062,56381,55243,54212,1089,0
802.20390@4.326,239107,235540,234978,307178,303039,301142,0,266689,269805,267840,270678,262329,266449,1089,0
802.20530@4.526,8463,8037,8309,16636,16748,17009,0,12599,11767,12894,11624,10765,11657,0,0
802.56400@9.923,3270,3403,2869,3684,3269,3325,0,4812,4328,3767,3363,3952,2802,0,0
803.39470@5.270,2119398,2150196,2115108,2520644,2460972,2461949,1782,2530028,2522602,2509979,2458935,2485050,2404246,183,0
803.47370@5.268,45942,46001,45862,64763,63819,62175,0,68817,66979,65421,63571,63875,61084,0,0
803.47870@7.601,3092,3395,3087,2824,2463,2240,0,3434,3442,2896,2983,3258,2725,3811,0
803.56320@10.386,3354,3119,3427,5339,5251,5711,0,6185,4184,3796,3233,3111,3077,0,0
803.57240@5.267,15993,14504,15026,22318,22393,25445,0,19400,19520,19764,20833,19611,26969,0,0
804.17230@5.265,8126,9381,9871,14120,13644,13741,0,12117,11167,12324,11115,10802,14237,0,0
804.29330@5.262,7035,8086,8981,13042,13589,14835,0,11718,9594,11334,10723,10451,13503,0,0
804.58300@10.053,2023,1851,1797,2638,2257,2713,0,2455,2334,1939,2131,1586,1912,0,0
805.22290@2.381,2673,2662,2526,2089,1861,1764,0,2484,2619,2562,2728,2564,2173,0,0
805.26440@5.264,10377,11050,10104,14115,15022,17294,0,13887,15854,14329,13586,16053,16569,0,0
805.48660@5.273,7794,9727,7352,11222,11040,11364,0,10467,10255,10383,8779,10137,9960,0,0
805.50930@10.445,107829,107276,108526,94247,94912,91768,0,106269,101047,100361,100241,98532,96939,0,0
805.50970@9.817,68273,70307,69736,47611,47085,46690,0,62854,62414,62984,60937,60340,58324,0,0
805.58710@5.265,4816,3162,3785,3864,6798,7606,0,4939,4193,5675,5530,4267,6461,0,0
806.11120@5.272,5395,5429,3067,4365,9499,7668,0,8029,7295,8518,9240,9140,7771,0,0
806.49570@5.266,5790,4941,4715,6858,6901,7721,0,7179,6189,6874,6525,6078,6362,0,0
806.52560@9.587,10417,9893,9835,12681,12385,12295,0,18098,17211,16425,16586,15542,15734,0,0
806.56750@5.274,4442,4940,4844,7455,5635,6630,0,5745,6139,6662,4306,6114,5317,0,0
807.38730@8.749,2147,2449,2353,3702,3456,3228,0,3432,3651,3392,3391,3414,3482,0,0
808.99580@0.525,5922,5969,5825,7624,7487,7345,0,6365,5335,5569,5848,6151,5745,0,0
809.44420@7.720,9393,9593,9375,7144,8435,8664,0,11427,11280,10486,10184,9729,10723,11550,0
809.49490@10.777,32105,29395,33052,30129,36875,37394,0,24318,27120,26613,23172,26023,35575,0,0
809.49640@10.637,279744,280103,276664,272253,325744,313479,0,317471,295473,282555,273074,268442,299933,0,0
810.46280@9.688,5635,5606,5604,4112,3209,4123,0,15169,11624,9351,9497,8199,7319,0,0
810.46510@9.923,4673,4479,4375,5707,4745,5316,0,243,1887,3679,4122,4660,4194,0,0
810.99750@0.525,2494,2607,2653,3372,3488,3141,0,2609,2592,2606,2494,2582,2334,0,0
811.08240@0.532,1823,1894,1968,2686,2781,2630,0,2122,2034,2061,2023,1985,1761,0,0
811.44450@7.720,4664,4129,4369,3392,3689,3834,0,5396,5077,4900,5060,4334,4723,4736,0
811.45320@9.920,30532,31998,33283,36552,36249,37230,0,17260,23030,26667,29049,30648,34239,0,0
811.51160@10.866,56621,58009,56091,62490,74022,75656,0,62288,56067,54024,52077,51712,60875,0,0
812.50640@10.748,9268,9564,10321,10270,12390,11333,0,7270,8321,8580,10228,9671,10904,0,0
813.24250@0.636,10689,10462,10736,6923,6962,6036,0,8894,9191,9131,8884,8648,9072,0,0
815.49900@10.733,3561739,3693531,3684700,3540916,3681612,3650764,3169,3561782,1464034,3615889,3594616,3569425,3662457,812,457
815.55140@10.383,10887,10458,10096,11308,11535,11993,0,11985,11068,11174,10898,10584,11487,0,0
815.57890@10.723,130569,132617,130821,110607,109607,109816,0,129863,126260,123905,123670,120190,120090,0,0
816.11890@10.720,28553,29510,31194,26392,26955,27116,0,26346,26125,26099,25009,24618,31936,0,0
816.40450@10.724,31910,29164,29156,26846,27501,28994,0,27319,26504,27460,27135,26248,33633,0,0
816.43570@10.727,30764,33338,31624,28814,30250,30956,0,31139,29736,29273,28059,33654,39827,0,0
816.47890@10.015,3560,3594,3303,3906,4068,4001,0,2457,3118,3386,3256,3057,2974,0,0
816.50200@10.724,2612107,2621908,2614685,2397170,2401419,2386276,1007,2612976,2571767,2550693,2538440,2517914,2506362,0,0
816.76560@10.722,29983,32051,34018,27952,28596,29490,0,27582,26051,28868,26319,27796,34986,0,0
817.18810@10.724,36260,37334,38084,28759,33498,31440,0,34475,32737,32774,33293,31358,36902,0,0
817.20230@3.676,16556,17636,17086,13810,14982,14453,0,19911,19715,19085,18122,18447,17537,0,0
817.41020@10.724,23672,26277,27041,23981,31909,22320,0,27419,25436,24474,26309,20694,32617,0,0
817.44380@10.724,27167,29183,30051,18546,22173,19780,0,23398,28000,25947,22317,26592,27543,0,0
817.49280@10.331,13900,13942,10896,12820,10672,15756,0,14332,12589,9892,9396,12369,12016,0,0
817.50830@10.470,28432,24337,25913,19012,20137,14305,0,19809,23000,22654,22192,22317,16788,0,0
817.51260@10.988,733837,744257,737965,574891,572691,572579,0,660052,647921,643021,640679,632905,632751,0,259
817.56960@10.723,21392,22454,23416,20241,18323,17182,0,24623,22883,22193,21383,21540,19176,0,0
817.99750@10.724,11001,14044,16011,12487,14056,13111,0,12675,13215,14175,12555,10876,14775,0,0
818.15640@10.727,13349,13845,14699,12745,14635,14670,0,13947,15070,13424,13462,13483,15267,0,0
818.28420@10.724,13130,12476,18295,15741,12608,13147,0,14639,14450,13552,13514,13936,15150,0,0
818.29880@4.147,2739,3474,2480,3792,3185,3795,0,1916,2835,2173,3425,1118,4810,0,0
818.37460@6.127,8775,8121,8244,16093,16132,15768,0,12622,12858,12452,11803,11564,10864,0,0
818.69720@10.722,10616,11633,11755,10243,11597,10785,0,10661,11199,10498,12082,11441,12242,0,0
818.99060@10.728,6541,7792,4931,5646,3463,6743,0,4886,2169,3026,4097,7378,5212,0,0
819.24510@10.989,1836,3176,2910,3009,1238,3225,0,1020,2809,3140,3265,3475,3499,0,0
819.28310@10.727,8315,8967,8593,8405,6109,6277,0,7508,3612,9104,6164,4100,9382,0,0
819.41600@6.603,86560,87707,85124,28375,31611,33333,0,73912,71618,69005,68186,68375,75707,0,0
819.52550@10.257,11586,17624,18835,18334,17340,16536,21429,0,14223,16390,13426,12949,16188,0,0
819.52590@10.637,3166278,3132581,3082606,3160232,3140184,3002070,5262,3381303,3278546,3305628,3218421,3176061,3029013,3677,7334
819.52850@11.320,228726,229224,220690,206089,209079,216186,0,192245,197218,191800,192532,194946,202128,0,9366
819.59030@10.734,7098,6302,6366,3768,3093,2916,0,8221,8093,6578,7079,6873,2870,0,0
819.67210@10.636,11750,10000,14901,11906,12472,10270,0,13703,10064,474,1685,9485,18838,0,0
820.21850@10.635,19398,19454,19152,20042,22657,21173,0,19482,17035,16377,17070,16659,20924,0,0
820.52860@10.772,369821,359690,371973,336409,349861,356539,0,270788,291314,300914,303594,307104,359235,0,0
820.52890@10.636,2104417,2099603,2079554,2063380,2039751,2019909,2402,2260894,2163183,2119874,2084371,2059128,1949886,1672,3432
820.59820@5.713,4313,5595,5064,525,2048,280,0,2817,2666,2789,2300,2313,2949,0,0
820.98840@10.638,14957,15196,18234,15931,17517,18976,0,16220,16609,15860,14301,16478,18918,0,0
821.01180@5.713,5239,5475,4962,242,1079,2086,0,2174,2961,1596,2548,2591,2613,0,0
821.18220@10.635,26969,25103,28106,30093,25460,25790,0,28018,27095,23132,24681,27121,26516,0,0
821.25290@10.634,26629,24128,27490,29440,27635,27227,0,28172,23329,25588,24468,26005,28388,0,0
821.37970@10.638,24410,22661,23978,25182,24989,25140,0,22335,22644,22309,21648,19307,26594,0,0
821.38350@5.575,31718,32945,30468,32294,39250,35450,0,33992,33955,37071,36796,36591,36628,0,0
821.39040@5.711,856736,881751,867092,369911,370934,362583,0,677885,673994,666785,662507,662039,665919,0,0
821.44490@10.624,19767,17027,17639,18248,17199,19122,0,14336,23437,16899,10832,16206,20987,0,0
821.53120@10.637,681585,679624,671067,659408,653467,650672,525,729559,694369,681646,669175,657119,634138,152,859
821.54100@10.865,1191984,1171356,1220643,1256294,1242032,1237617,0,1138172,1115737,1113710,1094535,1079523,1069970,0,0
821.59830@10.635,14171,13510,11461,14360,9053,15321,0,14017,15672,11817,12381,12311,9737,0,0
821.88500@5.719,3478,4710,3784,401,531,292,0,2777,2949,3181,1081,2464,3985,0,0
821.90030@10.636,8102,9936,10629,8717,10086,8592,0,8836,9382,8198,7955,7921,10936,0,0
822.39100@4.212,41886,42207,41652,219902,257266,281125,0,142663,139121,139890,143033,143465,179952,0,0
822.39160@4.093,81046,78153,79754,233075,265546,293751,0,194425,186909,188230,185438,190181,224427,0,0
822.54440@10.866,578585,589231,585559,632509,630973,633669,0,552835,540708,539010,533236,529046,532056,0,0
822.69840@10.634,11259,7851,10977,10929,8043,12233,0,8770,7923,8935,8008,8758,11569,0,0
822.72270@0.484,4156,4697,4411,3672,3707,3827,0,4948,4659,4814,4578,4987,4109,0,0
822.72830@5.704,2967,4210,3780,1596,2006,1669,0,2310,2954,2860,3370,2665,3756,0,0
823.54710@10.865,171714,171307,171351,184087,183481,184933,0,162542,159234,157051,154925,154986,154905,0,0
823.55640@11.097,410835,419402,423894,550264,539602,537827,0,404026,339109,403515,396675,396554,402788,118,0
823.56290@5.708,3436,2690,2819,442,993,1494,0,1722,2266,1710,2135,2018,2320,0,0
823.62110@10.632,3103,4888,5435,3900,4255,2493,0,5719,5291,3859,4195,3751,4820,0,0
824.68260@10.857,865,1574,1550,2455,1905,1926,0,675,1703,1788,1707,1232,1871,0,0
824.68960@11.096,262,1971,2430,2022,2772,2510,0,1329,1490,1468,1356,1530,2580,0,0
824.74230@0.465,1375,1023,1347,599,458,473,0,1536,1286,1441,1549,1781,385,4887,0
826.29940@4.773,33491,32900,32800,32184,30364,32241,0,37890,36636,36485,36407,36650,35319,0,0
826.52770@9.920,63531,58685,60603,68824,67502,67507,0,73676,68372,66453,64895,62910,61918,0,0
827.20530@4.443,3926,3957,4248,1455,1370,1800,0,3185,3481,3272,2446,3089,2688,0,0
827.22430@4.351,16936,17885,20256,12452,10342,14716,0,10583,11319,11569,13257,10589,20640,0,0
827.41200@5.891,149993,147239,151060,40845,39988,39156,0,105568,102892,103005,102009,102029,98458,0,0
827.49660@10.603,9308,9064,9999,5256,7588,7726,0,8688,4475,8567,5458,7894,6322,0,0
828.45610@9.609,4823,5221,5300,6336,6144,5997,0,1370,3460,4164,4868,5406,5366,0,0
829.40800@5.582,52028,53576,51067,1695,1430,1690,0,29840,29744,28431,28160,26192,27904,0,0
829.40870@5.442,17926,17301,17872,1349,1923,2126,0,11623,10222,9917,10875,10312,9351,0,0
829.44540@6.603,243232,240794,236581,83301,82375,81541,0,191539,180943,178973,173455,173880,166129,0,0
829.48120@9.921,5176,4927,5179,4975,4815,5319,0,519,4167,4063,5215,5508,4914,0,0
831.30680@5.711,5486,5406,5231,1639,1373,1613,0,4633,3725,3353,3901,3011,3569,0,0
831.38790@5.606,988,877,970,3237,3108,3410,0,3194,2536,2973,2155,2225,2451,0,0
831.50140@10.629,450462,838688,847117,995614,1024958,1038863,1594,876547,842110,830084,478830,397749,842664,0,1850
831.67260@10.619,3283,7780,6180,7334,4976,10359,0,5627,5919,2253,4839,3781,8085,0,0
832.59130@4.202,1259,731,0,4009,8130,8761,0,3069,5138,4308,4987,4860,7731,0,0
832.59200@4.084,1259,1924,2111,4150,5936,5743,0,3432,3257,4355,3999,4467,8031,0,0
832.75720@0.503,4467,5403,4576,4968,4946,5118,0,5358,4721,4818,4740,4323,5004,539,0
833.26890@4.590,3548,3567,3677,2763,2430,2274,0,3470,3324,3295,3079,3415,3527,0,0
833.28510@5.448,7893,7468,7573,2099,3623,3605,0,6713,6410,6255,6010,5791,5963,0,0
833.50250@9.830,35124,33755,35273,25486,26366,25265,0,33424,34050,31850,32150,30908,32109,0,0
833.51660@10.993,799345,809781,807895,1121914,1124069,1118898,592,886461,873661,867949,864553,854621,856640,1013,4628
834.36960@5.425,263321,259778,260262,276910,264925,269075,0,326570,310333,306647,305925,300992,295031,0,0
834.66640@0.495,2424,2932,3291,3751,3516,3412,0,3249,2481,3548,3222,3287,2758,0,0
835.47070@6.520,271507,270675,269641,357277,356012,355269,0,363039,360199,353365,353874,348521,342668,0,0
835.51980@9.774,131493,131476,131755,131828,128936,133562,0,163228,152741,153048,150078,147387,140233,0,0
835.52010@9.716,52099,50770,53029,48257,47910,53553,0,63517,60563,49725,57410,57620,53824,0,0
835.55470@11.063,4055,1230,2482,8124,10476,9073,0,1531,1625,2720,3070,2353,4476,0,0
836.46270@7.720,17308,17382,17059,11845,11128,11381,0,22485,22168,22226,19766,18248,15790,19710,0
836.51510@10.637,544127,543001,538592,533789,525127,513518,0,685190,597655,557912,535890,528539,506216,0,503
836.55740@11.066,4631,4708,5587,14098,4350,13153,0,5232,3820,6077,5414,6188,3726,0,0
836.69160@10.631,3452,3452,4494,3985,4319,3361,0,3455,4862,1780,3659,3366,3199,0,0
837.17820@4.325,13383,13014,12212,14497,14120,14148,0,13228,13037,12648,12927,12582,14184,0,0
837.48140@10.279,1067784,1070604,1068611,968595,964892,961905,0,1164968,1127962,1114266,1091468,1084603,1062268,0,0
837.55880@10.290,924,669,997,0,0,0,0,2505,1732,1706,1167,1387,483,0,0
837.62330@10.638,2040,3874,3899,3192,3572,2694,0,1751,2014,3775,2457,3166,1869,0,0
838.53080@10.864,119865,118549,121400,136183,133638,132074,0,146417,124921,112325,108357,105298,108625,0,0
839.18540@4.006,3733,3392,3218,7865,8265,8171,0,6723,6144,6416,6463,6214,6305,0,0
839.49670@10.512,752672,760723,750400,705744,704381,704043,0,821252,788420,778560,774035,770737,762989,0,0
839.55170@10.165,11216,10988,11349,11923,14166,12289,0,13523,12960,12740,12488,13958,12106,0,0
839.58270@10.283,4528,3740,4152,3237,4312,3900,0,3367,4225,4132,4310,4365,5433,0,0
839.98120@10.274,1836,1274,3566,1761,2206,3528,0,1870,2249,2371,2291,2004,2111,0,0
840.43620@5.613,5481,5575,5377,1813,1861,1875,0,4274,4207,3776,4450,3685,4023,0,0
840.44820@9.923,25673,24991,23615,27342,25191,25210,0,39240,36048,31050,29583,26400,23531,0,0
840.54640@11.097,32715,34338,40538,52156,51034,52157,0,45390,39597,37876,36150,36289,33578,0,0
840.57180@10.277,2227,613,3201,2350,674,1231,0,937,1115,2391,3248,510,494,0,0
841.17530@10.516,3442,4312,4428,3380,2217,3314,0,3077,3443,3166,4524,3223,4543,0,0
841.30810@10.509,2340,2598,3126,1888,3580,3099,0,1005,3018,2434,1967,3284,3279,0,0
841.48570@9.820,33820,34255,33841,24306,27678,27839,0,39811,35886,33669,32288,31100,34187,0,0
841.48650@10.110,9997,9334,10292,14479,15166,13899,0,12915,12842,12467,12126,12576,13512,0,0
841.51190@10.812,242989,247666,245532,228744,226123,224731,0,253035,241268,237133,245495,243680,245086,0,0
841.51250@10.750,105504,115390,102725,95718,103938,95535,0,114619,104560,107125,110001,108294,104830,0,0
841.60210@10.512,2659,3027,2993,2298,3150,3636,0,2908,2680,3003,3428,2958,3032,0,0
842.40360@5.271,32675,29956,30068,34192,32963,32342,0,33716,33968,34213,33425,33501,30757,0,0
842.50130@9.920,13914,14692,14350,15367,15063,14282,0,17592,15879,15533,14740,14441,14150,0,0
842.55520@11.097,5532,5213,6255,7916,8204,8315,0,7108,5333,5147,5366,5347,5766,0,0
843.39810@5.404,2636,2292,553,2242,2838,2394,0,3723,3643,3220,2924,3486,3294,3015,0
843.52800@11.057,50407,50295,49425,41645,41712,40246,0,43971,43640,44831,43696,43545,42233,0,426
843.52820@11.203,611857,618993,617208,508087,503354,504829,0,536664,528081,522704,512486,512388,521678,0,0
844.51760@10.017,4394,3636,3938,3888,3788,3377,0,4418,3718,4294,3474,3228,3798,0,0
844.53690@9.594,4760,5072,4953,5850,5572,5764,0,6414,5577,5346,5917,5096,4945,0,0
845.52080@10.011,2120,1930,2075,1941,2138,2117,0,2785,2147,1807,1661,1701,1281,0,0
845.54260@11.466,30689,28839,28774,21840,23381,24021,0,27267,25007,24765,25132,23876,23837,0,2495
846.60040@6.598,3023,3277,3779,818,0,538,0,2065,2258,2426,1428,2919,2378,0,0
847.30090@5.493,16732,16405,15869,2128,2152,2320,0,11583,9833,9298,9557,10365,8850,0,0
847.39270@6.789,28771,27974,26118,8097,6827,7821,0,23224,24238,22445,14997,14352,14154,0,0
847.39820@6.334,137360,140319,139874,0,0,0,0,75941,73291,75560,69111,72321,69521,0,0
847.48730@9.926,71392,73434,80680,53315,45368,47727,0,55773,74882,71644,65390,60888,63955,0,0
848.64640@0.494,2388,2424,2066,3288,2964,2941,0,3200,2506,2715,2800,3205,2151,0,0
849.41010@4.208,97313,98182,96895,684764,680406,654003,0,424187,406108,416343,420610,414658,403409,0,0
849.41030@4.095,229645,224780,223363,755737,729615,706153,0,640338,613645,622176,601633,608863,560275,0,0
849.51030@9.791,24806,24261,26105,27400,26285,25207,0,28943,29028,27910,28509,27525,25972,0,0
850.60340@4.098,382,691,1374,5211,4438,1869,0,801,1041,1528,3643,2449,2530,0,0
851.26820@4.093,938,1401,961,3850,2014,3206,0,3514,2084,4100,3411,2265,2908,0,0
851.29650@3.437,4025,4053,4391,1859,1737,1267,0,3132,3380,3285,3242,3071,3793,0,0
851.33070@4.097,488,318,411,4049,3684,3554,0,3498,2764,1985,2324,2323,3252,0,0
851.33250@5.208,3115,3399,3982,1600,1264,1668,0,2847,2555,3072,2453,3000,2718,0,0
855.33590@2.892,8223,8340,8208,6634,6237,6246,0,8543,8493,8285,8214,7597,8257,0,0
855.49130@10.528,25814,21337,27589,26241,29094,27198,0,31855,37965,25491,31166,24650,27493,0,0
855.50140@10.347,281069,290804,282337,389200,377524,386886,0,342283,330830,327407,326681,326143,326408,0,0
856.30670@5.268,6218,6368,5169,6507,6591,6998,0,4649,5832,5430,5924,5996,6776,0,0
856.44170@10.636,10735,12209,11416,10689,10952,11037,0,11666,10871,11679,10632,10160,9768,0,0
856.46120@9.922,2932,3812,2264,3273,3076,3430,0,691,1346,2719,4051,4195,3467,0,0
857.30560@4.996,28879,28959,29497,26128,26057,28949,0,29145,28829,31894,28941,29177,28824,0,0
857.42270@6.825,155777,154800,153492,62375,60660,61207,0,121144,118899,118305,116764,116072,111948,0,0
857.45920@9.920,10778,11707,11064,10610,11871,12052,0,4933,7172,8783,9817,9423,10683,0,0
857.51720@10.661,157747,114012,63607,158186,158628,107089,0,153615,202481,181338,190476,188600,74962,0,0
858.35020@5.705,17470,17836,17823,36868,37319,35752,0,25552,25192,24613,25336,24149,24623,0,0
859.51870@10.942,12155,10334,11342,12017,11478,13848,0,13833,13262,13354,9992,10130,9430,0,0
859.52230@10.338,7471,7066,7712,7354,6737,8087,0,8557,7734,7309,7949,7292,8011,0,0
859.53220@11.126,15075,15308,14585,25758,26245,26067,0,18062,18864,18717,18776,17316,18199,0,0
860.48210@10.015,3454,3142,2611,3636,3306,3766,0,1555,2202,2533,3117,3021,3193,0,0
860.55030@10.867,11555,11328,11411,13070,11892,12491,0,13151,11399,10850,9670,9950,9463,0,0
860.68890@0.489,6187,6765,6448,6773,6488,6545,0,6580,6275,6677,6735,6285,6609,188,0
861.40010@5.270,4495,4841,5065,5024,5627,5132,0,3797,5155,5323,5116,5956,5679,0,0
862.56610@11.097,3483,3837,3856,6240,6529,6124,0,4840,3487,3204,3230,3572,4062,0,0
