Feature,Cternatea_20692_DDA_pos_5142025_038,Cternatea_20692_DDA_pos_5142025_039,Cternatea_20692_DDA_pos_5142025_040,Cternatea_9336_DDA_pos_5142025_041,Cternatea_9336_DDA_pos_5142025_042,Cternatea_9336_DDA_pos_5142025_043,Cternatea_QC_DDA_pos_5142025_035,Cternatea_QC_DDA_pos_5142025_036,Cternatea_QC_DDA_pos_5142025_037,Extraction_blank_DDA_pos_5142025_032,Instrument_blank_DDA_pos_5142025_031,Instrument_blank_DDA_pos_5142025_045
907.46270@8.056,11321,11549,11190,12949,12606,13378,12785,12449,12009,0,0,0
908.55020@9.185,72273,66924,72102,97391,92628,86632,79089,76034,94510,95267,107036,100377
909.47610@8.019,6417,6454,7179,12653,13088,13313,8984,8357,9304,0,0,0
911.21590@4.553,16871,17412,17049,28409,28400,27169,23427,22453,22407,0,0,0
911.40800@6.519,5483,5705,8359,3991,9187,3951,10926,7561,10659,0,0,0
911.54630@9.182,1702,3901,3955,4981,4400,2663,4006,4045,5096,283,163,561
915.19510@3.672,9932,9409,10180,6236,5586,5589,8906,8734,9227,0,0,0
915.19530@2.960,157636,158344,159660,103554,101162,103761,143710,138925,141147,0,0,0
915.19530@3.399,50394,51074,50215,34372,34552,35833,45398,45346,44051,0,0,0
915.19570@2.608,2462,2736,2617,1497,1494,1514,1982,2245,2060,0,0,0
915.19580@3.162,22819,22957,22150,11617,12972,12479,19573,19754,19932,0,0,0
915.19910@3.559,6735,5842,7299,3587,2526,3116,6358,5271,5537,0,0,0
915.46460@3.389,6647,7260,7221,5741,5002,6266,6547,6924,6798,0,0,0
917.29190@4.355,3213,3246,3194,2321,2715,2929,3261,2877,3293,0,0,0
917.69260@6.771,11522,11346,11136,8845,9499,9008,11609,11027,10544,14724,0,0
919.17860@4.843,2090,2236,2091,9455,9049,8742,5265,5545,4965,0,0,0
919.26720@4.472,2581,2563,2930,2592,2237,2060,2578,2473,2393,0,0,0
919.26990@3.486,1230,1434,1246,2635,2480,2119,1997,1691,1705,0,0,0
919.27100@4.365,3193,3501,3168,2557,2421,2763,2767,3002,2577,0,0,0
919.46840@4.723,63030,61289,62216,433113,423422,426901,221128,215798,212457,0,0,0
919.53940@8.357,3533,3593,3388,2687,2561,2978,3584,2847,2789,4081,1701,1921
921.43740@6.458,20591,20590,17469,38141,37495,37551,22427,28030,22935,0,0,0
921.55010@6.369,1020,2210,3532,0,0,0,1756,0,665,0,0,0
921.63220@4.723,0,0,0,2842,2386,2455,759,1245,790,0,0,0
923.44770@6.507,24183,9335,22341,23378,36771,25781,28032,30738,19322,0,0,0
925.25220@10.407,6570,6589,8051,7812,7840,7588,9007,7363,7324,9968,6448,7833
925.37230@6.472,491,0,347,119828,112831,115153,50727,46389,46461,0,0,0
925.44360@6.533,125015,123069,123199,137200,137795,139241,134589,128143,130659,0,0,0
925.44750@8.021,3342,3536,3356,6643,7014,6902,4909,5026,4549,0,0,0
926.44700@6.533,69123,67994,67699,77413,78108,77633,74972,72705,72912,0,0,0
926.50320@6.472,0,141,0,1208,2906,4197,793,1141,516,0,0,0
927.36530@5.491,19295,19065,20142,19779,18954,19895,20933,20920,19832,0,0,0
927.44490@5.060,376100,375791,376263,99173,100502,98708,279721,273631,270816,0,0,0
927.68890@6.373,12640,12464,12015,514,849,0,8841,9748,8699,0,0,0
928.59840@10.369,1540,1630,1298,2863,2894,2871,2101,1999,2091,0,0,0
929.21000@3.790,3239,3601,3482,2184,2050,1952,2985,3116,3152,0,0,0
930.30640@5.173,11456,7929,11219,12734,12087,11449,12244,11729,11759,0,0,0
930.46940@6.723,106787,105095,104018,124401,124564,127156,114836,112612,111115,0,0,0
933.01630@6.373,22506,22841,22515,620,0,0,16071,16214,15995,0,0,0
933.34920@6.398,22021,22755,21060,8826,7878,7915,15855,15665,14961,0,0,0
933.54380@10.138,5405,1869,1542,5121,5744,8923,3652,3164,3208,0,0,0
934.43520@10.142,2357,1536,2352,2597,2213,2850,2734,2585,2946,0,0,0
934.98320@10.136,1789,1622,1213,997,497,571,1146,1005,2501,0,0,0
935.20920@4.479,34742,35146,34386,32933,32553,30417,35065,34754,32363,0,0,0
935.20980@4.372,25497,26258,24712,20110,19280,19628,24089,24197,23548,0,0,0
935.46370@4.095,1541,1590,1374,4242,4761,4720,3159,2912,2972,0,0,0
935.49420@8.197,191,289,0,4947,4963,4823,1910,1970,2059,0,0,0
936.56660@8.357,45566,50048,47698,45939,52539,47357,47293,47016,49705,50562,42219,41016
936.58740@10.372,6822,5815,4550,9448,8511,8907,6776,7247,6464,0,0,0
937.35310@6.473,377,0,0,13666,13790,14360,6050,5465,5666,0,0,0
939.38360@10.144,979,2208,1684,3042,3325,1490,2010,2718,2316,0,0,0
939.47390@10.141,2162,1580,2911,3282,2810,1963,1597,728,2180,0,0,0
939.67270@6.771,19048,18857,19362,17883,18809,19864,19656,18894,19257,30839,0,0
940.25430@4.559,2170,1838,2478,1391,2098,1871,2135,2179,2116,0,0,0
943.00980@6.472,0,0,0,9219,8447,7977,3580,3489,3559,0,0,0
943.33760@2.360,3823,2338,1073,4150,4278,1185,3454,1611,0,0,0,0
943.34430@6.473,0,0,0,7800,8157,8040,2967,3213,3283,0,0,0
943.51450@9.970,35361,29711,35225,58462,59902,58483,40864,43890,44767,0,0,0
943.51650@10.193,12540,15306,12814,20017,20144,22116,14722,15788,15247,0,0,0
945.19830@12.916,11055,10453,12191,4622,5217,4950,10221,9990,11325,3979,3997,6559
945.55170@9.534,8366,7445,8447,8658,8686,8630,7847,8171,7836,0,0,0
945.99310@6.375,3287,3137,3181,0,0,437,2430,2885,2270,0,0,0
947.42460@6.535,17860,17498,17312,15011,14042,14461,16387,16236,16464,0,0,0
947.46530@4.892,165,0,0,3730,3568,3436,1417,1284,1240,0,0,0
947.56390@9.755,2544,2519,2697,2766,2286,2629,2267,2452,2092,0,0,0
947.58080@10.157,9683,9366,9592,11244,11700,10670,11273,9805,11063,0,0,0
948.48060@4.814,2631,1978,2448,2080,1922,2056,2681,2091,2267,0,0,0
949.34490@5.492,4780,4512,4485,4444,4028,4300,4853,5084,4827,0,0,0
951.53950@9.804,3389,3348,3094,3597,2428,3251,3200,3729,2833,0,0,0
952.44990@6.719,41168,41501,41059,53167,53847,55323,45425,44948,43131,0,0,0
953.44050@6.083,5802,6094,5985,1083,1214,1267,4443,4266,4431,0,0,0
953.55730@10.140,166498,171001,168878,166624,170757,173489,168222,164702,163623,0,0,0
955.50260@5.294,6223,6275,6311,3712,3908,3921,5641,5182,5843,0,0,0
955.54020@9.726,467,382,692,0,538,1941,384,2326,820,0,0,0
955.64610@6.770,5064,5070,5433,4932,5395,4963,5549,5326,5134,7183,0,0
955.67890@9.718,2111,1358,679,945,1253,847,2282,920,2112,0,0,0
957.18520@9.722,1362,389,5544,2870,4215,3027,773,2037,2304,0,0,0
957.28420@9.725,1438,1036,1813,3337,619,1172,1902,1187,1417,0,0,0
957.42240@9.717,2776,3171,3073,1545,1649,4490,2925,3456,4990,0,0,0
957.53020@9.153,7594,8568,7441,9176,9124,9043,9024,9308,8906,10513,7334,10386
957.57710@10.370,3009,3260,3967,5410,5601,5901,3979,3672,3631,0,0,0
958.20170@9.726,2217,1461,1580,2408,1878,2727,1647,3469,1472,0,0,0
958.42050@9.720,1974,2607,779,1241,3320,2692,4564,3224,4080,0,0,0
960.50680@9.708,3538,3224,1285,1326,834,1717,683,1662,2365,0,0,0
960.57180@9.721,508489,515676,514387,480389,492605,491509,503692,495779,501695,0,0,0
961.28630@9.718,1956,1188,2027,2621,884,1696,2279,2778,1677,0,0,0
961.36730@9.719,2638,5437,5249,6531,5327,5592,4697,5619,6934,0,0,0
961.50370@9.729,3335,1159,1692,1096,5214,5678,2804,967,9395,0,0,0
961.50540@9.977,3665,4684,6135,6312,6756,6447,4911,6623,6414,0,0,0
961.52240@5.559,2510,2606,2512,3245,3424,3320,2693,3112,2681,0,0,0
961.67730@9.718,6384,4468,4129,4756,3214,2522,3576,1571,2333,0,0,0
962.52120@9.943,1635,3052,964,1958,2071,740,5008,2394,1368,0,0,0
963.03740@5.972,5930,6408,5762,6842,7191,6851,6984,7067,6592,0,0,0
963.04190@9.724,2848,2873,3185,2075,2735,2390,1336,3423,3440,0,0,0
963.36890@5.973,8627,8935,8633,12273,10577,11470,10286,9518,10182,0,0,0
963.39140@6.535,13028,11764,12846,11919,11273,11657,12390,12327,12136,0,0,0
963.50560@9.943,1475,1579,442,219,606,965,544,199,1329,0,0,0
964.58460@7.375,7501,7764,7596,5229,6951,7443,7240,7589,7651,6059,4016,3427
965.31380@5.491,8152,7933,7426,7359,7905,7548,8671,8370,8340,0,0,0
966.42560@6.562,42743,42814,42346,23384,23433,23215,37973,35515,36326,0,0,0
967.14370@4.609,9626,9603,9889,9205,8718,8325,9708,10044,9117,0,0,0
967.40060@5.075,657,568,701,2299,2061,2120,1161,1211,1326,0,0,0
969.52720@7.010,278997,273129,274741,954892,947514,994151,655783,440629,441021,0,0,0
969.52790@7.181,1350465,1366516,1358628,3909442,3904800,3868659,2674802,2172101,2193966,303,0,0
970.33960@7.181,6349,6253,8514,11041,30631,18673,19985,15447,26620,0,0,0
970.34030@6.909,848,788,1430,3113,2150,3694,2694,4180,3871,0,0,0
971.21270@2.770,5504,4884,5202,4414,4228,4364,4290,4761,4719,0,0,0
971.21410@7.176,5346,1196,3739,12839,9231,4624,5071,10398,2828,0,0,0
971.32030@7.177,3012,1049,3876,6502,2371,4046,3204,2228,2611,0,0,0
971.52910@7.181,160034,167884,159773,383770,465567,463189,318774,254564,315993,0,0,0
971.53420@10.370,3113,2979,2842,3653,3584,3661,3187,3116,3200,0,0,0
972.14390@7.184,1595,2039,1320,2464,6540,3339,1946,3839,2043,0,0,0
972.53050@7.181,42531,40740,42690,91823,116759,107547,68067,62723,68474,0,0,0
973.32360@1.332,108145,207892,153149,186661,258446,255947,162957,230622,230331,339353,0,0
977.36640@5.031,6578,6518,6725,5868,5228,4755,7378,5895,6644,0,0,0
979.06610@6.184,20950,21469,19298,8214,7605,8115,16959,16990,16490,0,0,0
979.07660@6.561,12807,12704,12090,6028,6765,6429,10508,10576,10007,0,0,0
979.50890@7.176,24869,25284,24939,131682,130273,127891,62864,62309,63027,0,0,0
980.59240@8.337,15363,14527,14962,14295,15381,14077,14258,14479,13939,16224,8352,6122
983.73180@6.562,3113,3027,3157,1899,1849,1550,3056,2810,3251,0,0,0
983.74360@5.578,0,0,0,7510,7949,7254,2506,2672,2715,0,0,0
984.51970@6.038,293571,290593,285393,547392,522143,518507,424100,406527,404964,0,0,0
984.51980@6.132,180038,180852,178719,162796,157179,152976,250210,244107,233465,0,0,0
984.52010@6.279,51855,53946,54076,99540,107158,110725,71047,74115,67703,0,0,0
985.55090@7.176,261921,260157,259990,496559,636340,658820,405545,394904,398298,0,0,0
985.55130@6.908,84645,87942,83366,195544,195826,182183,138358,135066,130504,0,0,0
985.55160@7.005,61867,60725,55297,154461,195826,182183,99521,99640,99969,0,0,0
986.39690@6.181,2539,797,1824,1512,1818,1329,2791,1058,2289,0,0,0
986.52350@6.133,42101,43639,43013,37386,36717,36841,58511,57240,54708,0,0,0
986.59660@9.040,3424,3385,3859,3576,3394,3686,3046,2508,2694,4258,0,0
987.49760@7.176,90512,91099,90842,388237,415005,380414,206126,200123,196504,0,0,0
987.52530@6.262,2978,2621,2833,6277,5984,6766,17988,4082,4510,0,0,0
987.59850@10.111,9953,9061,9550,9370,9802,10320,9735,10063,10029,0,0,0
987.69240@7.155,621,1019,1067,1683,1263,5857,1748,1233,3682,0,0,0
987.69400@6.685,20835,22877,22236,27566,28688,27682,26193,24730,25018,0,0,0
991.50960@7.137,587643,576877,571314,393363,58018,296952,654017,694172,644494,0,0,0
991.60810@7.426,3882,3819,4011,5973,5554,6233,5086,4554,4843,0,0,0
992.38310@6.184,7054,7501,7201,2105,2235,2300,5632,5597,5492,0,0,0
992.50610@9.747,8062,8043,7878,10984,7901,9874,7230,9675,5972,0,0,0
992.51100@9.943,5439,4832,5935,6606,6548,6170,6713,5997,6027,0,0,0
993.35120@6.687,4060,3924,4681,5136,5412,4794,5038,4981,4726,0,0,0
994.50460@7.171,15434,9731,13891,11834,24126,8003,22998,9573,10330,0,0,0
994.50850@11.604,2409,2546,2005,1724,1560,1899,2613,2173,2239,3844,0,0
995.30210@1.330,5593,6644,6863,10987,4453,9507,7045,7379,8288,43681,0,0
999.34590@6.685,12618,13077,12592,15903,15411,14744,15413,14350,12633,0,0,0
1001.50630@7.251,5416,5338,4622,5503,4951,4900,4995,4576,5013,0,0,0
1001.54510@6.146,12510,11832,12156,10021,4383,16392,17150,15954,14751,0,0,0
1001.54620@6.040,21359,21819,21350,37808,35924,37269,32010,30394,30679,0,0,0
1003.56920@10.111,3159,3627,3175,3049,3265,3672,3001,3449,3156,0,0,0
1005.56270@9.749,8927,9406,9503,7628,7509,7458,8711,8027,8918,0,0,0
1006.50110@6.035,153031,149663,151488,270938,272245,267892,206010,205397,202324,0,0,0
1006.50120@6.155,109134,110245,108999,142723,139875,141252,132313,130717,127814,0,0,0
1006.50170@6.279,33911,35920,35222,71407,78308,77755,49683,47110,50983,0,0,0
1007.27110@3.077,2345,2095,2128,659,709,938,1387,1529,1361,0,0,0
1007.40240@5.487,190055,159105,179759,175845,176746,173163,196948,195429,193464,0,0,0
1007.42260@5.654,0,0,0,49773,47328,48625,20352,20930,18422,0,0,0
1008.56450@5.485,977,2967,3561,1747,5115,1779,5367,2086,4544,0,0,0
1008.60540@5.491,6304,3299,3548,5658,3512,3651,5273,4588,885,0,0,0
1008.60680@7.376,4330,3124,2832,3325,3146,3421,3958,3028,2962,3215,1548,2021
1008.66940@5.487,913,1555,1240,2292,1205,2571,1344,2546,2827,0,0,0
1009.41380@5.478,26071,27629,26625,29343,26601,24668,28337,28334,24820,0,0,0
1011.18940@3.083,2484,2858,2486,1666,1857,1641,2249,1858,1799,0,0,0
1011.44890@5.781,8652,9465,9534,9612,9462,9286,8954,8102,8552,0,0,0
1012.39780@5.350,5120,8074,8233,6065,6559,6284,8059,7869,7262,0,0,0
1015.52180@7.250,9731,9895,10513,10763,9973,10822,10774,10441,10280,0,0,0
1015.73530@5.606,8055,7989,7766,2287,705,790,5612,5679,6043,0,0,0
1015.73700@6.254,7099,5187,5233,3908,5574,5432,5742,6664,6966,0,0,0
1021.18410@6.236,8882,11460,5773,2676,12732,8557,5352,5507,5185,0,0,0
1021.49530@6.234,12115,5949,2919,3649,9573,2892,9186,2708,5560,0,0,0
1021.60850@6.223,8021,12030,13646,15920,6978,21952,10004,19700,32849,0,0,0
1021.63480@12.329,1403,1281,1626,1036,973,1157,2275,1403,1749,39191,0,0
1022.66750@6.257,7989,9422,9176,13845,14323,22061,19982,8520,14755,0,0,0
1023.45050@5.699,2924,3460,3483,3085,2759,2200,3060,3138,3271,0,0,0
1023.47750@6.182,17854,22337,22787,28553,28682,28576,25355,27447,23960,0,0,0
1023.47800@6.263,16091,10573,11541,19152,23904,19430,18222,21534,16147,0,0,0
1023.59020@6.236,4836,2280,6513,505,5148,6041,4587,4134,3625,0,0,0
1024.61790@8.321,6549,6685,7343,5837,5784,6347,6715,6117,6142,7289,2316,1351
1025.36330@5.365,5873,5586,6556,1429,1968,1735,4554,4104,4277,0,0,0
1025.37050@5.485,11036,9198,9294,9356,8349,8330,9817,9526,9394,0,0,0
1025.40000@6.271,8776,10369,9013,11604,7690,10162,10976,11359,10785,130,0,0
1025.59090@6.080,3210,3892,5805,6748,7004,2548,2057,2995,5509,0,0,0
1025.62300@6.088,2902,958,934,971,2961,1228,500,4076,334,0,0,0
1027.20950@6.083,5127,4824,9163,6231,5540,4007,9213,10631,14427,0,0,0
1027.51440@5.528,247,1012,1591,1056,1549,1546,2570,759,2026,0,0,0
1027.51860@6.083,16635,11652,4622,1278,8702,9285,14202,13698,8180,0,0,0
1027.56210@5.532,1462,1761,1941,2737,1373,941,3263,3586,2858,0,0,0
1027.61180@5.526,2840,925,695,1793,2293,698,1969,1551,2658,0,0,0
1027.62320@6.081,13917,12545,10075,16920,7371,5780,10380,4395,6225,0,0,0
1030.55100@5.532,39822,38820,22650,11379,16227,32504,43975,40456,23515,0,0,0
1030.66090@5.538,32368,44458,34898,39993,28249,48344,51800,43124,36852,0,0,0
1030.66140@6.404,4624,232,1990,2246,3529,3203,1488,663,2781,0,0,0
1030.70010@5.532,37402,26134,23271,23164,13855,31412,33265,35471,26403,0,0,0
1031.31660@5.531,44420,31680,23674,35479,16296,35837,39183,28129,30140,0,0,0
1031.33300@6.413,3851,3066,1206,3326,674,1956,4669,3752,2027,0,0,0
1031.35410@5.535,38473,20433,24831,26872,18162,25927,27265,32428,23504,0,0,0
1031.57510@5.528,27139,17936,24637,22680,24633,21450,11652,28653,17458,0,0,0
1031.59240@6.410,2256,929,3200,3223,2069,837,1994,2330,2810,0,0,0
1032.56240@5.537,8813,6075,4441,9215,8686,8319,4911,3043,5530,0,0,0
1033.24980@5.735,2552,677,1243,2415,2716,4766,3591,1627,3280,0,0,0
1033.33370@4.556,546,542,531,2392,2246,2349,1351,1114,1199,0,0,0
1033.33560@5.545,2452,3517,3702,4574,4392,4247,3956,4487,3213,0,0,0
1033.33740@4.335,12738,12530,12944,20476,19038,19422,16480,15686,15560,0,0,0
1033.73670@5.520,6605,8778,8106,10816,7933,6992,11200,9444,10456,0,0,0
1034.55700@5.736,21002,26037,20894,2602,19152,21046,28989,23595,24051,0,0,0
1035.63570@5.732,29440,26285,20940,7836,15432,20048,26184,23810,29227,0,0,0
1036.59870@5.739,2842,16951,3608,5853,11510,14219,3738,4450,9862,0,0,0
1036.67470@5.731,4493,25036,16586,15032,6384,4793,8995,17918,17447,0,0,0
1037.54050@5.727,5048,4132,4528,1631,4128,1571,8285,3642,4682,0,0,0
1037.58710@5.732,4745,3209,3292,1121,4668,5158,1670,4517,1758,0,0,0
1037.70970@6.188,11302,11510,11401,10533,10410,9418,12917,12876,11647,0,0,0
1037.73450@5.749,8316,8380,8585,13905,15189,12237,11041,9832,11332,0,0,0
1039.38450@6.083,77324,77250,76137,73096,74679,68512,84136,78029,76322,0,0,0
1039.38580@5.755,9267,9400,10517,12332,11515,10524,7025,7808,9239,0,0,0
1039.38960@5.511,12563,11006,11519,11543,12651,12560,14564,12195,11532,0,0,0
1039.52370@9.758,7128,9311,9733,10481,8967,9836,8447,9582,9595,0,0,0
1041.32900@6.144,207,872,239,11645,3405,3341,693,4285,2696,0,0,0
1041.44250@5.536,27601,28043,27515,25534,24918,24447,28904,28037,28488,0,0,0
1041.45580@5.736,29679,30213,30556,26650,26847,26316,30805,29841,29066,0,0,0
1041.65220@12.331,1577,1952,1259,726,1449,1455,2507,2160,1771,15082,0,0
1041.69980@6.184,2997,1282,1787,8691,5928,3446,6581,611,1156,0,0,0
1041.73040@5.779,4209,2098,3134,6702,7371,5383,6021,3560,3984,0,0,0
1042.44120@6.140,6676,6098,5978,66257,63766,61727,34624,33943,32245,0,0,0
1042.44760@7.138,20900,18948,19117,14800,15527,20564,22357,23279,16299,0,0,0
1043.38550@5.769,6966,4605,4740,5759,6972,6377,7240,7961,3664,0,0,0
1043.38710@6.227,2890,8692,4340,6249,8173,6826,9099,7732,7837,0,0,0
1043.55280@7.301,30995,32218,31987,36298,35995,36639,33054,32253,32215,0,0,0
1045.41270@5.499,3873,4717,5007,5584,6823,7459,5604,6201,8002,0,0,0
1047.37340@6.413,12507,12300,11779,9690,9366,9988,12013,11798,11827,0,0,0
1051.43650@5.735,14656,13853,13424,12550,10667,10007,14088,13419,14047,0,0,0
1052.39540@6.156,3662,3318,3531,3604,5299,3068,3139,3345,2715,0,0,0
1052.54200@7.202,14579,14685,15056,23558,24895,24119,21272,21017,19830,0,0,0
1053.46770@5.984,3693,3626,3611,9019,9120,8614,5417,5388,5539,0,0,0
1057.33240@5.627,2735,2051,1813,4778,1534,1507,415,1200,840,0,0,0
1057.39920@5.640,378,249,2435,143,710,630,1786,3013,448,0,0,0
1058.66610@5.613,11261,28400,12289,5024,3454,13546,11345,13250,13310,0,0,0
1059.36920@5.617,5313,12657,7650,19043,15129,7973,16896,13459,11322,0,0,0
1059.47820@5.618,68226,70078,67763,64628,65213,62808,71027,73975,66660,0,0,0
1059.71020@5.619,9610,15422,6846,2556,11502,13098,9081,15893,4435,0,0,0
1060.41870@5.618,2312,5739,1190,2563,7409,1981,3377,150,435,0,0,0
1060.57770@7.300,4502,4888,4885,6186,5407,5065,5103,5096,5066,0,0,0
1060.58060@5.624,4388,5059,3832,758,5202,2965,1732,4054,3031,0,0,0
1060.63690@5.623,236,3126,1150,478,1776,2961,1356,586,4436,0,0,0
1060.80440@5.617,3770,2617,5016,4219,3963,4799,4399,2102,3740,0,0,0
1060.99080@5.617,2921,1883,2571,984,1823,1249,1424,2967,2963,0,0,0
1063.43230@5.799,2911,1431,2892,1935,2454,3332,2520,3100,2790,0,0,0
1065.53460@7.304,18300,18585,18517,19706,19919,21022,19607,18862,18686,0,0,0
1069.47500@6.155,6731,7345,6432,10583,10968,10389,9046,8942,9218,0,0,0
1070.46180@5.620,19231,20103,19192,18729,18226,16838,18871,19562,19213,0,0,0
1070.47060@6.999,93013,106721,100058,74335,325114,185193,126875,156308,115519,0,0,0
1070.49460@12.339,10431,11195,10514,9839,9360,6162,11187,10801,10790,13262,0,0
1071.47020@7.001,39617,46010,37302,64354,38972,59865,51182,30053,55304,0,0,0
1071.49550@12.335,7492,7156,7148,6242,5872,6313,7499,6596,6270,8127,0,0
1075.45160@5.619,7883,7781,7357,6931,7500,6313,7768,7449,6944,0,0,0
1079.58300@7.701,3780,3643,3894,1383,1140,1275,2432,2727,2976,918,0,0
1081.50240@7.305,7027,6644,7418,8005,7430,8018,6899,7069,7259,0,0,0
1085.46170@6.287,5349,5284,5628,12058,13092,13781,8262,8102,8517,0,0,0
1085.46220@6.051,11311,10464,11013,19941,18968,17673,16759,16426,15186,0,0,0
1085.46280@6.157,19368,20195,20060,21875,21507,22151,22197,21952,22682,0,0,0
1085.48660@6.390,3460,3785,3497,9430,9499,8939,6409,5982,5557,0,0,0
1087.30010@5.037,0,503,1901,639,3745,1127,2280,3403,2063,0,0,0
1087.62610@5.064,3432,1170,378,623,1854,1751,436,1261,1584,0,0,0
1089.53580@5.033,27699,21894,26304,26254,28417,35269,24575,18422,28695,0,0,0
1089.58370@8.722,1892,1796,2112,5128,4659,5211,3441,3556,3314,0,0,0
1091.34800@5.033,8174,2979,3727,7381,4223,6278,5845,1951,4615,0,0,0
1091.50020@5.538,430268,426659,430634,571003,565744,546640,505591,492501,489753,0,0,0
1091.55810@5.039,593,1683,3806,3149,3163,1144,0,1459,0,0,0,0
1091.55970@5.542,17543,12825,1603,29771,4481,4805,7093,20466,9606,0,0,0
1091.60000@5.541,6989,5363,7803,449,22003,20300,17239,6013,23077,0,0,0
1091.60060@5.032,0,3804,596,2212,482,1088,512,7092,2822,0,0,0
1092.39320@5.035,3195,2032,2008,2831,2738,3369,3791,3483,2745,0,0,0
1092.61430@5.536,14950,1100,1272,5794,7655,16365,11304,2593,9894,0,0,0
1093.61050@5.538,6349,5439,4872,7208,8951,6761,4147,6176,7090,0,0,0
1094.09820@5.522,2814,1268,888,788,1126,1473,1791,4648,1404,0,0,0
1097.43670@5.288,10022,9695,10119,7052,7086,7166,9652,8408,9087,0,0,0
1097.49290@5.539,8044,7239,6957,10104,9785,10006,9037,8900,8749,0,0,0
1097.56650@7.250,10565,10021,8884,11430,10566,10727,10722,9910,10008,0,0,0
1097.77230@5.288,7402,6999,7511,5435,5205,5968,6884,7526,7034,0,0,0
1102.56440@8.342,2661,2710,3184,3457,3303,3899,3140,2919,3029,0,0,0
1105.74570@5.039,19149,18152,18009,19749,18403,17459,21177,19695,18017,0,0,0
1110.97990@5.386,3254,567,4425,420,882,5018,1184,5463,2315,0,0,0
1111.34700@5.378,4707,2881,1936,3988,2346,7597,4727,4463,503,0,0,0
1111.61480@5.385,2012,2502,3155,2634,5312,3278,4283,1229,923,0,0,0
1114.59020@7.443,50956,47502,50615,59144,54645,61708,50603,49849,50597,0,0,0
1114.59070@7.250,3628919,3643406,3649121,3747899,3769024,3732540,3689865,3668153,3654305,0,0,0
